,Unnamed: 0,Unnamed: 0.1,Pages,Level,Subcategory,Category,Domain
304353,304353,304353,E.T. the Extra-Terrestrial,1.0,Category:United States National Film Registry films,Category:American_films,culture
281283,281283,281283,Hold Back Tomorrow,1.0,Category:American black-and-white films,Category:American_films,culture
278406,278406,278406,Everything's Rosie,1.0,Category:American black-and-white films,Category:American_films,culture
276887,276887,276887,Cowboy in the Clouds,1.0,Category:American black-and-white films,Category:American_films,culture
270816,270816,270816,Live and Let Die (film),1.0,Category:African-American films,Category:American_films,culture
279254,279254,279254,For You I Die,1.0,Category:American black-and-white films,Category:American_films,culture
300376,300376,300376,Her First Mate,1.0,Category:Films made before the MPAA Production Code,Category:American_films,culture
293124,293124,293124,While the City Sleeps (1928 film),1.0,Category:American black-and-white films,Category:American_films,culture
285591,285591,285591,The Naked City,1.0,Category:American black-and-white films,Category:American_films,culture
273482,273482,273482,The Actor's Children,1.0,Category:American black-and-white films,Category:American_films,culture
271623,271623,271623,Gone Are the Days!,1.0,Category:American films based on plays,Category:American_films,culture
301299,301299,301299,Working Girls (1931 film),1.0,Category:Films made before the MPAA Production Code,Category:American_films,culture
292902,292902,292902,West of the Divide,1.0,Category:American black-and-white films,Category:American_films,culture
279630,279630,279630,Gas Huffin' Bad Gals!,1.0,Category:American black-and-white films,Category:American_films,culture
303233,303233,303233,A Sainted Devil,1.0,Category:Lost American films,Category:American_films,culture
306197,306197,306197,Return of the Seven,1.0,Category:American sequel films,Category:American_films,culture
286819,286819,286819,Paying the Limit,1.0,Category:American black-and-white films,Category:American_films,culture
274850,274850,274850,The Bigamist (1953 film),1.0,Category:American black-and-white films,Category:American_films,culture
272145,272145,272145,No Exit (1962 film),1.0,Category:American films based on plays,Category:American_films,culture
300273,300273,300273,From Headquarters,1.0,Category:Films made before the MPAA Production Code,Category:American_films,culture
65421,65421,65421,Something for a Lonely Man,1.0,Category:American television films,Category:Television_in_the_United_States,culture
305911,305911,305911,It Lives Again,1.0,Category:American sequel films,Category:American_films,culture
301406,301406,301406,The Antics of Ann,1.0,Category:Lost American films,Category:American_films,culture
275786,275786,275786,By Whose Hand? (1927 film),1.0,Category:American black-and-white films,Category:American_films,culture
302088,302088,302088,Friday the 13th (1916 film),1.0,Category:Lost American films,Category:American_films,culture
282267,282267,282267,Jailhouse Blues,1.0,Category:American black-and-white films,Category:American_films,culture
308780,308780,308780,Red Hot Music,1.0,Category:American short films,Category:American_films,culture
294103,294103,294103,Bring It On Again,1.0,Category:American direct-to-video films,Category:American_films,culture
306012,306012,306012,Mega Shark vs. Kolossus,1.0,Category:American sequel films,Category:American_films,culture
284798,284798,284798,Mickey's Minstrels,1.0,Category:American black-and-white films,Category:American_films,culture
277591,277591,277591,Detectives (film),1.0,Category:American black-and-white films,Category:American_films,culture
291116,291116,291116,The Terror (1920 film),1.0,Category:American black-and-white films,Category:American_films,culture
289038,289038,289038,Seven Angry Men,1.0,Category:American black-and-white films,Category:American_films,culture
64107,64107,64107,Call Me: The Rise and Fall of Heidi Fleiss,1.0,Category:American television films,Category:Television_in_the_United_States,culture
271336,271336,271336,Crimes of the Heart (film),1.0,Category:American films based on plays,Category:American_films,culture
284812,284812,284812,Micro-Phonies,1.0,Category:American black-and-white films,Category:American_films,culture
275882,275882,275882,Calling Philo Vance,1.0,Category:American black-and-white films,Category:American_films,culture
90213,90213,90213,Asia Vision (TV network),1.0,Category:American television networks,Category:Television_in_the_United_States,culture
277398,277398,277398,Days of Jesse James,1.0,Category:American black-and-white films,Category:American_films,culture
286229,286229,286229,On the Front Page,1.0,Category:American black-and-white films,Category:American_films,culture
277971,277971,277971,Downstairs (film),1.0,Category:American black-and-white films,Category:American_films,culture
279341,279341,279341,The Fountain (1934 film),1.0,Category:American black-and-white films,Category:American_films,culture
274749,274749,274749,Beyond the Rocks (film),1.0,Category:American black-and-white films,Category:American_films,culture
300026,300026,300026,Caught Plastered,1.0,Category:Films made before the MPAA Production Code,Category:American_films,culture
291661,291661,291661,Tish (film),1.0,Category:American black-and-white films,Category:American_films,culture
280368,280368,280368,Guadalcanal Diary (film),1.0,Category:American black-and-white films,Category:American_films,culture
279939,279939,279939,Girls of the Road,1.0,Category:American black-and-white films,Category:American_films,culture
64718,64718,64718,It Came from the Sky,1.0,Category:American television films,Category:Television_in_the_United_States,culture
277904,277904,277904,Dorothy Vernon of Haddon Hall (film),1.0,Category:American black-and-white films,Category:American_films,culture
278263,278263,278263,Empire Builders,1.0,Category:American black-and-white films,Category:American_films,culture
286383,286383,286383,Open All Night (1924 film),1.0,Category:American black-and-white films,Category:American_films,culture
300514,300514,300514,The Lady of Scandal,1.0,Category:Films made before the MPAA Production Code,Category:American_films,culture
293604,293604,293604,The Woman Michael Married,1.0,Category:American black-and-white films,Category:American_films,culture
291967,291967,291967,The Trey o' Hearts,1.0,Category:American black-and-white films,Category:American_films,culture
283170,283170,283170,Lenny Bruce: Swear to Tell the Truth,1.0,Category:American black-and-white films,Category:American_films,culture
308711,308711,308711,Nerd Wars!,1.0,Category:American short films,Category:American_films,culture
276394,276394,276394,The Circus Clown,1.0,Category:American black-and-white films,Category:American_films,culture
293627,293627,293627,The Woman the Germans Shot,1.0,Category:American black-and-white films,Category:American_films,culture
301505,301505,301505,The Big Fight (1930 film),1.0,Category:Lost American films,Category:American_films,culture
294096,294096,294096,Blood Out,1.0,Category:American direct-to-video films,Category:American_films,culture
274982,274982,274982,The Black Wolf (film),1.0,Category:American black-and-white films,Category:American_films,culture
283467,283467,283467,The Little Red Schoolhouse,1.0,Category:American black-and-white films,Category:American_films,culture
290693,290693,290693,The Sun Shines Bright,1.0,Category:American black-and-white films,Category:American_films,culture
279956,279956,279956,Giving Them Fits,1.0,Category:American black-and-white films,Category:American_films,culture
295499,295499,295499,Transformers: Revenge of the Fallen,2.0,Category:Films produced by Lorenzo di Bonaventura,Category:American_films,culture
298978,298978,298978,ATL (film),2.0,Category:Films produced by Will Smith,Category:American_films,culture
299635,299635,299635,The English Patient (film),2.0,Category:Films produced by Saul Zaentz,Category:American_films,culture
255679,255679,255679,The Night of Nights,2.0,Category:Paramount Pictures films,Category:American_films,culture
225453,225453,225453,Cow Country,2.0,Category:American Western (genre) films,Category:American_films,culture
257614,257614,257614,Friends with Kids,2.0,Category:Red Granite Pictures films,Category:American_films,culture
173133,173133,173133,Benji (2012 film),2.0,Category:American documentary films,Category:American_films,culture
294678,294678,294678,The Fever (2004 film),2.0,Category:Films produced by Jason Blum,Category:American_films,culture
310914,310914,310914,Nightmare at Bittercreek,2.0,Category:CBS network films,Category:American_films,culture
102334,102334,102334,PT Walkley,2.0,Category:American television composers,Category:Television_in_the_United_States,culture
262324,262324,262324,Casper (film),2.0,Category:Universal Pictures films,Category:American_films,culture
228317,228317,228317,Under Nevada Skies,2.0,Category:American Western (genre) films,Category:American_films,culture
159359,159359,159359,Bulletproof Monk,2.0,Category:American buddy films,Category:American_films,culture
250199,250199,250199,The Vintage,2.0,Category:Metro-Goldwyn-Mayer films,Category:American_films,culture
201025,201025,201025,Music Is Magic,2.0,Category:American musical films,Category:American_films,culture
133221,133221,133221,Channel 13 low-power TV stations in the United States,2.0,Category:American TV stations by channel number,Category:Television_in_the_United_States,culture
248782,248782,248782,Fast Workers,2.0,Category:Metro-Goldwyn-Mayer films,Category:American_films,culture
240983,240983,240983,The Bears and I,2.0,Category:Walt Disney Pictures films,Category:American_films,culture
218685,218685,218685,A Whirlwind of Whiskers,2.0,Category:American silent short films,Category:American_films,culture
59165,59165,59165,Pilot (Hot Streets),2.0,Category:American television pilots,Category:Television_in_the_United_States,culture
153963,153963,153963,Cheating the Piper,2.0,Category:American animated short films,Category:American_films,culture
236247,236247,236247,Jonah: A VeggieTales Movie,2.0,Category:Big Idea Entertainment films,Category:American_films,culture
266922,266922,266922,Nancy Drew... Reporter,2.0,Category:Warner Bros. films,Category:American_films,culture
194601,194601,194601,Four (2012 film),2.0,Category:American independent films,Category:American_films,culture
309538,309538,309538,Christy: Return to Cutter Gap,2.0,Category:American television film stubs,Category:American_films,culture
295138,295138,295138,The Girls on the Beach,2.0,Category:Films produced by Gene Corman,Category:American_films,culture
265329,265329,265329,Fantastic Beasts and Where to Find Them (film),2.0,Category:Harry Potter (film series),Category:American_films,culture
311133,311133,311133,Doing Time on Maple Drive,2.0,Category:Fox network original films,Category:American_films,culture
202712,202712,202712,The Driftless Area,2.0,Category:American neo-noir films,Category:American_films,culture
150243,150243,150243,Deadly Prey,2.0,Category:American action films,Category:American_films,culture
260614,260614,260614,The Utah Kid (1930 film),2.0,Category:Tiffany Pictures films,Category:American_films,culture
127966,127966,127966,Sweet Magnolias,2.0,Category:United States television program stubs,Category:Television_in_the_United_States,culture
185284,185284,185284,The Glimpses of the Moon (film),2.0,Category:American drama films,Category:American_films,culture
231504,231504,231504,Our Better Selves,2.0,Category:Pathé Exchange films,Category:American_films,culture
185762,185762,185762,His Trust,2.0,Category:American drama films,Category:American_films,culture
174353,174353,174353,Indie Director,2.0,Category:American documentary films,Category:American_films,culture
185898,185898,185898,A Hungry Heart,2.0,Category:American drama films,Category:American_films,culture
118565,118565,118565,Brian Robbins,2.0,Category:American television directors,Category:Television_in_the_United_States,culture
227738,227738,227738,Singing Guns,2.0,Category:American Western (genre) films,Category:American_films,culture
294584,294584,294584,I Sell Anything,2.0,Category:Films produced by Samuel Bischoff,Category:American_films,culture
256554,256554,256554,The Trail of the Lonesome Pine (1923 film),2.0,Category:Paramount Pictures films,Category:American_films,culture
317650,317650,317650,James Myer,2.0,Category:American film biography stubs,Category:American_films,culture
162445,162445,162445,The Curiosity of Chance,2.0,Category:American comedy films,Category:American_films,culture
257520,257520,257520,Alpha Man: The Brotherhood of MLK,2.0,Category:Rainforest Films films,Category:American_films,culture
252559,252559,252559,The Naked Gun 2½: The Smell of Fear,2.0,Category:The Naked Gun,Category:American_films,culture
202414,202414,202414,Strange Affair (1944 film),2.0,Category:American mystery films,Category:American_films,culture
195552,195552,195552,Loqueesha,2.0,Category:American independent films,Category:American_films,culture
184075,184075,184075,The Country Doctor (1909 film),2.0,Category:American drama films,Category:American_films,culture
192172,192172,192172,Appointment in Honduras,2.0,Category:American historical films,Category:American_films,culture
186015,186015,186015,In the Aisles of the Wild,2.0,Category:American drama films,Category:American_films,culture
56324,56324,56324,WSAV-DT2,2.0,Category:The CW subchannel-only affiliates,Category:Television_in_the_United_States,culture
250925,250925,250925,Shadows Over Chinatown,2.0,Category:Monogram Pictures films,Category:American_films,culture
122749,122749,122749,Jo Eisinger,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
124739,124739,124739,Scott Weinger,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
247450,247450,247450,The Idolmaker,2.0,Category:United Artists films,Category:American_films,culture
255713,255713,255713,The Nutty Professor (1963 film),2.0,Category:Paramount Pictures films,Category:American_films,culture
58623,58623,58623,Made in America (The Sopranos),2.0,Category:American television series finales,Category:Television_in_the_United_States,culture
255416,255416,255416,A Lucky Man,2.0,Category:Paramount Pictures films,Category:American_films,culture
230653,230653,230653,Under Suspicion (1930 film),2.0,Category:Fox Film films,Category:American_films,culture
230239,230239,230239,Just Imagine,2.0,Category:Fox Film films,Category:American_films,culture
87673,87673,87673,List of American Stanley Cup Finals television announcers,2.0,Category:CBS Sports,Category:Television_in_the_United_States,culture
154860,154860,154860,The Wabbit Who Came to Supper,2.0,Category:American animated short films,Category:American_films,culture
185689,185689,185689,Here Come the Jets,2.0,Category:American drama films,Category:American_films,culture
234453,234453,234453,Submarine Patrol,2.0,Category:20th Century Studios films,Category:American_films,culture
299223,299223,299223,Broken City,2.0,Category:Films produced by Mark Wahlberg,Category:American_films,culture
183632,183632,183632,Bull's Eye (serial),2.0,Category:American drama films,Category:American_films,culture
140032,140032,140032,WNCE-CD,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
245662,245662,245662,Transporter 3,2.0,Category:Lions Gate Entertainment films,Category:American_films,culture
247637,247637,247637,Missing Link (2019 film),2.0,Category:United Artists films,Category:American_films,culture
125451,125451,125451,1993–94 United States network television schedule,2.0,Category:United States primetime network television schedules,Category:Television_in_the_United_States,culture
118549,118549,118549,Bruce Reitherman,2.0,Category:American television directors,Category:Television_in_the_United_States,culture
230034,230034,230034,Devil's Lottery,2.0,Category:Fox Film films,Category:American_films,culture
311685,311685,311685,Write & Wrong,2.0,Category:Lifetime (TV network) films,Category:American_films,culture
102303,102303,102303,Paul Smith (composer),2.0,Category:American television composers,Category:Television_in_the_United_States,culture
267366,267366,267366,The Silver Slave,2.0,Category:Warner Bros. films,Category:American_films,culture
311498,311498,311498,Fifteen and Pregnant,2.0,Category:Lifetime (TV network) films,Category:American_films,culture
118651,118651,118651,Al Schwartz (writer),2.0,Category:American television directors,Category:Television_in_the_United_States,culture
188933,188933,188933,The Sign of the Cross (1932 film),2.0,Category:American drama films,Category:American_films,culture
118987,118987,118987,Len Wiseman,2.0,Category:American television directors,Category:Television_in_the_United_States,culture
264832,264832,264832,Drawing Flies,2.0,Category:View Askew Productions films,Category:American_films,culture
217076,217076,217076,"Hemlock Hoax, the Detective",2.0,Category:American silent short films,Category:American_films,culture
245473,245473,245473,Keith Lemon: The Film,2.0,Category:Lions Gate Entertainment films,Category:American_films,culture
55101,55101,55101,List of programs broadcast by Disney Channel (Canada),2.0,Category:Disney Channel,Category:Television_in_the_United_States,culture
318108,318108,318108,Halestorm Entertainment,2.0,Category:American film company stubs,Category:American_films,culture
122945,122945,122945,Amelie Gillette,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
257838,257838,257838,Texas Jack (film),2.0,Category:Reliable Pictures films,Category:American_films,culture
216221,216221,216221,"Barnum & Ringling, Inc.",2.0,Category:American silent short films,Category:American_films,culture
264882,264882,264882,Mr. Magorium's Wonder Emporium,2.0,Category:Walden Media films,Category:American_films,culture
162070,162070,162070,Breakfast in Hollywood (film),2.0,Category:American comedy films,Category:American_films,culture
188912,188912,188912,The Short History of the Long Road,2.0,Category:American drama films,Category:American_films,culture
201631,201631,201631,Crime Doctor's Man Hunt,2.0,Category:American mystery films,Category:American_films,culture
62060,62060,62060,Me Facing Life: Cyntoia's Story,2.0,Category:American documentary television films,Category:Television_in_the_United_States,culture
216568,216568,216568,Cupid's Target,2.0,Category:American silent short films,Category:American_films,culture
222718,222718,222718,Tom and Huck,2.0,Category:American teen films,Category:American_films,culture
267017,267017,267017,On Trial (1939 film),2.0,Category:Warner Bros. films,Category:American_films,culture
117838,117838,117838,Randa Haines,2.0,Category:American television directors,Category:Television_in_the_United_States,culture
304947,304947,304947,Elsa & Fred (2014 film),2.0,Category:American remakes of Argentine films,Category:American_films,culture
253347,253347,253347,Sons of the Pioneers (film),2.0,Category:Republic Pictures films,Category:American_films,culture
106072,106072,106072,Louis Sette,2.0,Category:American television biography stubs,Category:Television_in_the_United_States,culture
171666,171666,171666,Dancing Romeo,2.0,Category:American dance films,Category:American_films,culture
253339,253339,253339,Someone to Remember,2.0,Category:Republic Pictures films,Category:American_films,culture
120230,120230,120230,Patrick Ignozzi,2.0,Category:American television producers,Category:Television_in_the_United_States,culture
189708,189708,189708,Those Who Wish Me Dead,2.0,Category:American drama films,Category:American_films,culture
184300,184300,184300,A Death of Innocence,2.0,Category:American drama films,Category:American_films,culture
60403,60403,60403,Naomi & Wynonna: Love Can Build a Bridge,2.0,Category:American television film stubs,Category:Television_in_the_United_States,culture
162707,162707,162707,Everybody's Doing It (1938 film),2.0,Category:American comedy films,Category:American_films,culture
191018,191018,191018,War and Peace (1956 film),2.0,Category:American epic films,Category:American_films,culture
186340,186340,186340,The Kingdom of Love,2.0,Category:American drama films,Category:American_films,culture
123637,123637,123637,Joe Mande,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
139918,139918,139918,WHCQ-LD,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
186465,186465,186465,The Law of Men,2.0,Category:American drama films,Category:American_films,culture
268022,268022,268022,Bombshell: The Hedy Lamarr Story,2.0,Category:Zeitgeist Films films,Category:American_films,culture
196348,196348,196348,R.O.T.O.R.,2.0,Category:American independent films,Category:American_films,culture
175994,175994,175994,The Weather Underground (film),2.0,Category:American documentary films,Category:American_films,culture
233993,233993,233993,Mr. Peabody & Sherman,2.0,Category:20th Century Studios films,Category:American_films,culture
202338,202338,202338,Seven Keys to Baldpate (1925 film),2.0,Category:American mystery films,Category:American_films,culture
263369,263369,263369,The Long Chance,2.0,Category:Universal Pictures films,Category:American_films,culture
166144,166144,166144,Waking Up the Town,2.0,Category:American comedy films,Category:American_films,culture
259351,259351,259351,The Argyle Case (1917 film),2.0,Category:Selznick Pictures films,Category:American_films,culture
220295,220295,220295,Agent Cody Banks 2: Destination London,2.0,Category:American spy films,Category:American_films,culture
194325,194325,194325,Dressed to Kill (1980 film),2.0,Category:American independent films,Category:American_films,culture
187893,187893,187893,Over the Wall (film),2.0,Category:American drama films,Category:American_films,culture
164587,164587,164587,National Lampoon's Pledge This!,2.0,Category:American comedy films,Category:American_films,culture
136182,136182,136182,KVEA,2.0,Category:ATSC-M/H stations,Category:Television_in_the_United_States,culture
244555,244555,244555,Ender's Game (film),2.0,Category:K/O Paper Products films,Category:American_films,culture
234858,234858,234858,Percy Jackson (film series),2.0,Category:1492 Pictures films,Category:American_films,culture
233107,233107,233107,Change of Heart (1938 film),2.0,Category:20th Century Studios films,Category:American_films,culture
197081,197081,197081,Till We Meet Again (2016 film),2.0,Category:American independent films,Category:American_films,culture
308254,308254,308254,Supervising Women Workers,2.0,Category:American World War II propaganda shorts,Category:American_films,culture
3247,3247,3247,History of CNN (1980–2003),2.0,Category:1990s in American television,Category:Television_in_the_United_States,culture
266158,266158,266158,Frozen River (1929 film),2.0,Category:Warner Bros. films,Category:American_films,culture
254765,254765,254765,The Geisha Boy,2.0,Category:Paramount Pictures films,Category:American_films,culture
87162,87162,87162,ABC Owned Television Stations,2.0,Category:American Broadcasting Company,Category:Television_in_the_United_States,culture
201609,201609,201609,The Circus Queen Murder,2.0,Category:American mystery films,Category:American_films,culture
267598,267598,267598,The Unfaithful (1947 film),2.0,Category:Warner Bros. films,Category:American_films,culture
187476,187476,187476,Naked Hearts (1916 film),2.0,Category:American drama films,Category:American_films,culture
231379,231379,231379,The Cry of the Weak,2.0,Category:Pathé Exchange films,Category:American_films,culture
253044,253044,253044,Lay That Rifle Down,2.0,Category:Republic Pictures films,Category:American_films,culture
202548,202548,202548,The White Cockatoo,2.0,Category:American mystery films,Category:American_films,culture
123012,123012,123012,Peter Gould (writer),2.0,Category:American television writers,Category:Television_in_the_United_States,culture
175770,175770,175770,To Touch the Soul,2.0,Category:American documentary films,Category:American_films,culture
262079,262079,262079,Baby Mama (film),2.0,Category:Universal Pictures films,Category:American_films,culture
247190,247190,247190,Crime Against Joe,2.0,Category:United Artists films,Category:American_films,culture
245205,245205,245205,Alex Cross (film),2.0,Category:Lions Gate Entertainment films,Category:American_films,culture
265795,265795,265795,College Coach,2.0,Category:Warner Bros. films,Category:American_films,culture
154011,154011,154011,Cue Ball Cat,2.0,Category:American animated short films,Category:American_films,culture
250802,250802,250802,Mr. Wong in Chinatown,2.0,Category:Monogram Pictures films,Category:American_films,culture
250098,250098,250098,Tin Hats,2.0,Category:Metro-Goldwyn-Mayer films,Category:American_films,culture
165418,165418,165418,Should Tall Men Marry?,2.0,Category:American comedy films,Category:American_films,culture
227071,227071,227071,Panhandle (film),2.0,Category:American Western (genre) films,Category:American_films,culture
260109,260109,260109,The Brothers Solomon,2.0,Category:TriStar Pictures films,Category:American_films,culture
234533,234533,234533,Three Sisters of the Moors,2.0,Category:20th Century Studios films,Category:American_films,culture
138378,138378,138378,K36BA-D,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
311337,311337,311337,Candles on Bay Street,2.0,Category:Hallmark Hall of Fame episodes,Category:American_films,culture
62514,62514,62514,Earthly Possessions (film),2.0,Category:HBO Films films,Category:Television_in_the_United_States,culture
164384,164384,164384,The Midnight Kiss,2.0,Category:American comedy films,Category:American_films,culture
311695,311695,311695,Around the World in 80 Days (miniseries),2.0,Category:NBC network original films,Category:American_films,culture
203974,203974,203974,File:Target for Today.jpg,2.0,Category:First Motion Picture Unit films,Category:American_films,culture
261067,261067,261067,Waitress!,2.0,Category:Troma Entertainment films,Category:American_films,culture
249437,249437,249437,Mr. Wu,2.0,Category:Metro-Goldwyn-Mayer films,Category:American_films,culture
125574,125574,125574,Harriet Lee (TV series),2.0,Category:Black-and-white American television programs,Category:Television_in_the_United_States,culture
61021,61021,61021,Waikiki (film),2.0,Category:ABC Movie of the Week,Category:Television_in_the_United_States,culture
183766,183766,183766,Cecilia of the Pink Roses,2.0,Category:American drama films,Category:American_films,culture
133229,133229,133229,Channel 15 low-power TV stations in the United States,2.0,Category:American TV stations by channel number,Category:Television_in_the_United_States,culture
217305,217305,217305,Jean the Match-Maker,2.0,Category:American silent short films,Category:American_films,culture
163962,163962,163962,Like Father,2.0,Category:American comedy films,Category:American_films,culture
299500,299500,299500,Win a Date with Tad Hamilton!,2.0,Category:Films produced by Douglas Wick,Category:American_films,culture
124618,124618,124618,Jerry Thorpe,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
118066,118066,118066,Bernie Kukoff,2.0,Category:American television directors,Category:Television_in_the_United_States,culture
164715,164715,164715,Nuts in May (film),2.0,Category:American comedy films,Category:American_films,culture
228210,228210,228210,Trail to Gunsight,2.0,Category:American Western (genre) films,Category:American_films,culture
173078,173078,173078,The Battle for Whiteclay,2.0,Category:American documentary films,Category:American_films,culture
190958,190958,190958,The Lord of the Rings: The Return of the King,2.0,Category:American epic films,Category:American_films,culture
227937,227937,227937,The Stranger from Texas,2.0,Category:American Western (genre) films,Category:American_films,culture
311393,311393,311393,Riding the Bus with My Sister,2.0,Category:Hallmark Hall of Fame episodes,Category:American_films,culture
226362,226362,226362,Jesse James at Bay,2.0,Category:American Western (genre) films,Category:American_films,culture
195006,195006,195006,Home Movies (film),2.0,Category:American independent films,Category:American_films,culture
233901,233901,233901,Marked for Death,2.0,Category:20th Century Studios films,Category:American_films,culture
121016,121016,121016,James Schmerer,2.0,Category:American television producers,Category:Television_in_the_United_States,culture
102311,102311,102311,Tyler Strickland,2.0,Category:American television composers,Category:Television_in_the_United_States,culture
259489,259489,259489,Neil Young: Heart of Gold,2.0,Category:Shangri-La Entertainment films,Category:American_films,culture
226732,226732,226732,The Man with the Punch,2.0,Category:American Western (genre) films,Category:American_films,culture
60192,60192,60192,Hostile Advances,2.0,Category:American television film stubs,Category:Television_in_the_United_States,culture
241435,241435,241435,101 Dalmatians II: Patch's London Adventure,2.0,Category:Disney Television Animation films,Category:American_films,culture
106189,106189,106189,Virgil Williams,2.0,Category:American television biography stubs,Category:Television_in_the_United_States,culture
256581,256581,256581,True Grit: A Further Adventure,2.0,Category:Paramount Pictures films,Category:American_films,culture
160172,160172,160172,Felicity: An American Girl Adventure,2.0,Category:American children's films,Category:American_films,culture
247687,247687,247687,Nightmare (1956 film),2.0,Category:United Artists films,Category:American_films,culture
139371,139371,139371,KSAS-LP,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
198772,198772,198772,Rise Above: The Tribe 8 Documentary,2.0,Category:American LGBT-related films,Category:American_films,culture
183010,183010,183010,The Angel Levine,2.0,Category:American drama films,Category:American_films,culture
124253,124253,124253,Joe Ruby,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
190053,190053,190053,Under Pressure (1935 film),2.0,Category:American drama films,Category:American_films,culture
236376,236376,236376,Happy Death Day 2U,2.0,Category:Blumhouse Productions films,Category:American_films,culture
223771,223771,223771,Body Language (1992 film),2.0,Category:American thriller films,Category:American_films,culture
193840,193840,193840,Child's Play (1988 film),2.0,Category:American independent films,Category:American_films,culture
139537,139537,139537,W05AR-D,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
216302,216302,216302,Bliss (1917 film),2.0,Category:American silent short films,Category:American_films,culture
131126,131126,131126,PGA Tour on television,2.0,Category:History of sports broadcasting,Category:Television_in_the_United_States,culture
310013,310013,310013,The Mystery of the Blue Train (film),2.0,Category:American television film stubs,Category:American_films,culture
105793,105793,105793,Staci-Lyn Honda,2.0,Category:American television biography stubs,Category:Television_in_the_United_States,culture
106001,106001,106001,Jerry Pilato,2.0,Category:American television biography stubs,Category:Television_in_the_United_States,culture
165112,165112,165112,Rainbow Riley,2.0,Category:American comedy films,Category:American_films,culture
58594,58594,58594,Finale (Smallville),2.0,Category:American television series finales,Category:Television_in_the_United_States,culture
105622,105622,105622,Joseph Consentino,2.0,Category:American television biography stubs,Category:Television_in_the_United_States,culture
131153,131153,131153,RaceCam,2.0,Category:IndyCar Series on television,Category:Television_in_the_United_States,culture
174354,174354,174354,Indie Sex,2.0,Category:American documentary films,Category:American_films,culture
196228,196228,196228,Point Blank (1998 film),2.0,Category:American independent films,Category:American_films,culture
197758,197758,197758,My Cousin Vinny,2.0,Category:American legal films,Category:American_films,culture
150082,150082,150082,Asian School Girls,2.0,Category:American action films,Category:American_films,culture
256923,256923,256923,Oceans (film),2.0,Category:Participant Media films,Category:American_films,culture
307106,307106,307106,Prelude to War,2.0,Category:Why We Fight,Category:American_films,culture
119672,119672,119672,Ray Chase (voice actor),2.0,Category:American television producers,Category:Television_in_the_United_States,culture
253003,253003,253003,Jesse James at Bay,2.0,Category:Republic Pictures films,Category:American_films,culture
58591,58591,58591,The Finale (Everybody Loves Raymond),2.0,Category:American television series finales,Category:Television_in_the_United_States,culture
226827,226827,226827,Mountain Justice (1930 film),2.0,Category:American Western (genre) films,Category:American_films,culture
192716,192716,192716,Swashbuckler (film),2.0,Category:American historical films,Category:American_films,culture
234870,234870,234870,The Mighty Quinn (film),2.0,Category:A&M Films films,Category:American_films,culture
194990,194990,194990,Hogtown (film),2.0,Category:American independent films,Category:American_films,culture
270534,270534,270534,Son of Ingagi,2.0,Category:Race films,Category:American_films,culture
118457,118457,118457,Richard Pearce (director),2.0,Category:American television directors,Category:Television_in_the_United_States,culture
129289,129289,129289,NBA Gametime Live,2.0,Category:National Basketball Association on television,Category:Television_in_the_United_States,culture
53759,53759,53759,TCA Award for Individual Achievement in Drama,2.0,Category:TCA Awards,Category:Television_in_the_United_States,culture
240963,240963,240963,Aladdin (2019 film),2.0,Category:Walt Disney Pictures films,Category:American_films,culture
105457,105457,105457,Tommy Tighe,2.0,Category:American television sports announcers,Category:Television_in_the_United_States,culture
50449,50449,50449,Costume Designers Guild Awards 2009,2.0,Category:Costume Designers Guild Awards,Category:Television_in_the_United_States,culture
194873,194873,194873,Happiness (1998 film),2.0,Category:American independent films,Category:American_films,culture
294312,294312,294312,Funny People,2.0,Category:Films produced by Judd Apatow,Category:American_films,culture
265987,265987,265987,The Dukes of Hazzard (film),2.0,Category:Warner Bros. films,Category:American_films,culture
183969,183969,183969,The Colonel and the King,2.0,Category:American drama films,Category:American_films,culture
106108,106108,106108,Willie Stein,2.0,Category:American television biography stubs,Category:Television_in_the_United_States,culture
105318,105318,105318,Joel Meyers,2.0,Category:American television sports announcers,Category:Television_in_the_United_States,culture
136083,136083,136083,WPRU-LP,2.0,Category:Television stations in Puerto Rico,Category:Television_in_the_United_States,culture
125355,125355,125355,1971–72 United States network television schedule (late night),2.0,Category:United States late night network television schedules,Category:Television_in_the_United_States,culture
310475,310475,310475,Gidget Grows Up,2.0,Category:ABC Movie of the Week,Category:American_films,culture
253952,253952,253952,Aloma of the South Seas (1941 film),2.0,Category:Paramount Pictures films,Category:American_films,culture
122302,122302,122302,Barbara Bloom (television executive),2.0,Category:American television writers,Category:Television_in_the_United_States,culture
123636,123636,123636,Al Mancini,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
